Name;Index;Count;TotalTrades;BasePrice;DailyVolume
Bookshelf with Knowledge on Insect Monsters (Serendia);2507;0;30;217;0
Bookshelf with Knowledge on Khurutos;2518;0;47;161;0
Bookshelf with Knowledge on Monsters at Marni's House;2520;0;73;161;1
Bookshelf with Knowledge on Monsters of Hexe Sanctuary;2525;0;301;280;1
Bookshelf with Knowledge on Monsters of Lake Kaia;2524;0;109;161;1
Bookshelf with Knowledge on Monsters of the Mansha Forest;2522;0;682;187;1
Bookshelf with Knowledge on Monsters of the Quarry;2531;0;92;187;1
Bookshelf with Knowledge on Monsters of the Quint Hill;2519;0;23;226;0
Bookshelf with Knowledge on Monsters of the Refugee Camp;2532;0;195;187;1
Bookshelf with Knowledge on Monsters of the Ruins;2526;0;59;187;0
Bookshelf with Knowledge on Nagas;2511;0;160;224;1
Bookshelf with Knowledge on Plant Monsters (Calpheon);2517;0;38;187;0
Bookshelf with Knowledge on Plant Monsters (Serendia);2506;0;55;217;0
Bookshelf with Knowledge on Red Orcs;2512;0;116;224;0
Bookshelf with Knowledge on Rhutums;2523;0;101;224;0
Bookshelf with Knowledge on Saunils;2521;0;53;226;0
Bookshelf with Knowledge on the Al Rhundi Rebels;2513;0;109;161;1
Bookshelf with Knowledge on the Exiles of Mediah;2504;0;88;161;0
Bookshelf with Knowledge on the Followers of Kzarka;2515;0;112;217;1
Bookshelf with Knowledge on the Secret Societies;2527;0;15;161;0
Bookshelf with knowledge on the Steppes (Kamasylvia);2533;0;4130;373;2
Borscht;9408;1;452856;15,3;81
Bottle of River Water;6653;0;128607762;5,85;81,057
Bottle of Sea Water;6652;5256;19097886;4,29;8,569
Bouquet Mushroom;5489;542;281943;419;265
Bouquet Mushroom Hypha;6927;61;5368;6,9;5
Bracing Spirit Perfume Elixir;872;0;49144;2,080,000;701
Bracken;5532;0;45301938;7,35;37,981
Brady's Nutritious Feed;59307;7496;15851053;90,5;12,348
Brass Ingot;4066;12575;128476347;21,5;33,194
Breath of Narcion;56221;580;51326;8,100,000;252
Breath of Omua;65212;56;1056;8,100,000;7
Breezy Conch Seaweed;50809;36;5915894;2,330,000;4,394
Breezy White Coral;6526;158;35153;515;85
Breezy White Coral Belt;12325;0;524;2,630,000;0
Brilliant Blue Coral Belt;12309;0;192;349;0
Brilliant Golden Coral Belt;12319;0;1230;349;1
Brilliant Green Coral Belt;12314;0;109;344;0
Brilliant Opal;4265;30487;2432129;291;2,973
Brilliant Red Coral Belt;12304;0;242;349;0
Brilliant White Coral Belt;12324;0;81;349;0
Bronze Dagger;10303;0;1529745;89;77
Bronze Goblet;24837;0;4766;32,8;1
Bronze Hoe;16114;33;143295;74,5;31
Bronze Ingot;4067;4343;141070316;19,9;46,582
Brutal Death Elixir;687;392;866580;590;1,659
Bumpy Seed;6948;0;1821;81;4
Bunch of Dried Roses;24619;21;16720;70;8
Bunch of Dry Mane Grass;5424;6;27092;1,16;19
Bunch of Fire Flake Flowers;5423;0;64726;1,28;21
Bunch of Garlic;24621;0;6599;103;3
Bunch of Silk Honey Grass;5425;63202;7769765;610;4,874
Bunch of Silver Azaleas;5422;58127;15247072;700;5,678
Butter;9063;35600;349224404;3,67;192,088
Butter-Roasted Lobster;9477;0;521947;52,5;165
Byproduct Fertilizer;16902;4096;5891705;1,94;2,39
Cabbage;7318;0;7921221;3,51;2,689
Cactus Rind;4612;1304503;128431501;362;50,919
Cactus Sap;5016;27451;11948429;2,53;5,526
Cactus Thorn;4683;83732;10997796;1,8;1,469
Caged Owl;25002;0;17085;46,6;10
Calpheon Fishing Rod;16164;136;124614;1,690,000;32
Calpheon Handcrafted Bed;2706;0;38972;2,700,000;6
Calpheon Handcrafted Cabinet;2016;0;32466;187;8
Calpheon Handcrafted Chair;2306;0;44491;79,5;24
Calpheon Handcrafted Dining Table;2206;0;8813;213;7
Calpheon Handcrafted Drawer;2006;0;19088;270;2
Calpheon Handcrafted Sofa;2313;1;29467;3,730,000;8
Calpheon Handcrafted Table;2216;0;15827;277;6
Calpheon Handcrafted Wardrobe;2106;17;27651;303;8
Calpheon Meal;9605;2;18651113;34,5;7,549
Calpheon Rowboat Cargo Container;49202;0;735;295;0
Calpheon Rowboat Decoration;49402;0;557;323;0
Calpheon Rowboat Prow;49302;0;1825;294;0
Calpheon Traditional Alchemy Tool;3732;0;62055;1,070,000;29
Calpheon Traditional Cooking Utensil;3742;0;178177;680;45
Candle on a Pile of Books;24255;0;2392;1,680,000;1
Cannonball;56003;0;2004976;89,5;530
Caphras Stone;721003;268470;497778548;2,800,000;776,612
Capturing Rope;212;1893;2694609;1,54;1,325
Carrot;54001;0;26636244;410;12,89
Carrot Confit;9321;10421;10888856;74;32,882
Carrot Seed;6707;1878;492127;1,45;454
Carta Craftsman's Clothes;705516;1;5764;8,200,000;3
Carta Gatherer's Clothes;705515;0;27134;8,200,000;11
Cauldron on a Holder;24610;8332;22248;2,83;4
Cedar Plank;4666;21875;202448730;4,95;77,501
Cedar Plywood;4667;11437;192186081;27;85,911
Cedar Sap;5010;0;274849962;9,25;116,357
Cedar Timber;4607;26698;2074646888;2,79;1,352,059
Celerity Draught;796;812;576754;1,510,000;495
Centaurus Belt;12229;120;1547881;17,000,000;1,69
Chanterelle;5544;0;244620;3,77;1,83
Chanterelle and Potato Stew;9341;14283;119037;21,9;1,872
Chanterelle Hypha;8934;0;3687;20,1;21
Chanterelle Porridge;9345;9;35136;12;102
Chanterelle Risotto;9349;4628;65342;11,3;583
Chanterelle Stew;9339;174;29312;12;221
Cheap Feed;54016;0;3699846;525;749
Cheese;9062;13000;616970183;9,15;503,573
Cheese Gratin;9203;91648;137087119;35,4;127,167
Cheese Pie;9268;0;5662914;14;2,468
Cheetah Dragon Blood;6216;70;1100167;13,5;161
Cheetah Dragon Hide;6016;915;369116;1,22;27
Cheetah Dragon Meat;7915;80;703851;5,8;218
Cherry;7314;0;971734;775;352
Chewy Cheese Gratin;9282;44506;115625772;52;137,539
Chewy Desert Dumpling;9453;1076;179087;13,6;121
Chewy Steamed Whale Meat;9457;3;7020;169;3
Chicken Breast Salad;9335;0;14628408;5,55;40,26
Chicken Feed;7028;0;36819;96;47
Chicken Meat;7921;147645;2384788189;1,47;1,918,792
Chilled Coconut Cocktail;9310;24438;17579445;11,2;12,174
Chilled Delotia Juice;9328;0;1874325;16,6;1,667
Chowder;6394;0;997673;82;481
Cinnamon;7348;28284;167096885;2,92;311,124
Citron;7360;0;2875952;3,17;26,992
Citron Candy;9378;0;837985;2,24;8,558
Citron Cider;9351;1302;168401;2,9;248
Citron Juice;9355;0;448179;2,47;3,901
Citron Seed;6733;0;31080;3,61;144
Citron Tea;9357;0;119025;309;360
Citron Vinegar;9353;0;235715;795;2,152
Classic Couscous;9305;16351;64292215;23,9;66,963
Clear Liquid Reagent;5301;179988;586201787;3,99;955,1
Cloud Mushroom;5410;58005;383284313;720;225,78
Cloud Mushroom Hypha;6910;221;27077;14,7;13
Clown's Blood;6353;2801084;120992800;14,1;35,281
Coal;4007;41397;1875280029;1,26;833,832
Cobra Blood;6222;1245;1297419;22,9;871
Coconut;7026;84253;424143262;2,8;273,572
Coconut Cocktail;9307;42970;89645534;3,91;55,156
Coconut Fried Fish;9309;2640;8076932;5,55;3,288
Coconut Pasta;9308;14610;23343808;12,5;7,419
Cold Draft Beer;9283;0;532219842;6,2;225,253
Combined Magic Crystal - Gervish;15662;57660;253472;5,900,000;149
Combined Magic Crystal - Hoom;15664;6;561665;11,000,000;835
Combined Magic Crystal - Macalod;15663;23188;300324;5,900,000;343
Concentrated Grain Juice;567;2340;10046408;85;3,007
Concentrated Herbal Juice;570;3276;19684689;700;2,692
Concentrated Magical Black Gem;4987;589;24549085;9,350,000;22,61
Concentrated Magical Black Stone (Armor);16005;8907;37443000;2,100,000;27,827
Concentrated Magical Black Stone (Weapon);16004;1908;25220114;2,070,000;15,809
Contorted Seed;6949;0;3075;77;2
Cooking Honey;7702;368;2580079790;1,38;1,095,195
Copper Ingot;4058;7176;117765873;9,05;89,249
Copper Ore;4003;45117;2981980069;625;1,520,570
Coral Belt;12301;0;2080;20,1;4
Coral Crystal;6533;0;22935;8,400,000;80
Coral Piece;6501;2471;139691268;20,2;153,108
Corn;7005;29436;1409419403;1,53;976,078
Corn Dough;7205;71678;387473914;1,69;509,783
Corn Flour;7105;85265;425494140;2,41;341,243
Corn Seed;6809;106;126614;2,94;105
Corrupt Oil of Immortality;1178;0;4674;13,300,000;151
Corrupt Ruby Earrings;11905;31;51437;2,630,000;6
Corrupt Ruby Necklace;11705;0;39220;4,980,000;6
Corrupt Ruby Ring;12105;38;13589;1,830,000;4
Corrupted Breath;8427;215043;217395;270;3,295
Corrupted Magic Crystal;15672;287;370291;46,200,000;480
Cotton Drapeless Curtain;25620;5;30333;530;7
Cotton Fabric;5855;14580;107326549;28,4;80,487
Cotton Tab Drapeless Curtain;25623;13;73005;655;14
Cotton Wool;5801;178888;820613207;2,14;475,78
Cotton Yarn;5851;21200;88690784;3,8;70,141
Couscous;9220;25892;235441357;25,5;230,348
Cream;9061;0;68428789;6,55;39,839
Crimson Glaives of the Sage;550501;2236;129074;1,770,000;34
Crio Fisher's Clothes;705074;2;4694;8,200,000;4
Crio's Fishing Chair;12831;2334;874195;243;761
Crisp Pickled Citron and Onions;9362;951;40357;14,3;366
Crispy Coconut Fried Fish;9312;1923;2162926;17,4;1,019
Crispy Fried Fish;9429;3;7871043;1,01;2,228
Crispy Fried Vegetables;9271;3826;353535;3,85;146
Crispy Grilled Scorpion;9462;0;20661245;58;20,415
Crispy Honeycomb Cookie;9289;0;6172997;33,7;4,295
Crispy Meat Croquette;9438;59278;92293811;54,5;68,724
Crispy Stir-Fried Vegetables;9284;0;72431104;15,3;85,583
Crocodile Meat;9732;0;1641039;40,4;384
Crow Noble Sword;13504;27;719220;38,2;37
Crystal of Elkarr;15674;133;144783;57,500,000;366
Crystallized Despair;8411;564;369034;43,100,000;5,116
Cup of a Lonely Cloud;8148;0;3073;1,870,000,000;9
Cup of Arid Moonlight;8141;6765;27262;270,000,000;36
Cup of Dwindling Starlight;8149;0;7655;1,870,000,000;13
Cup of Earth's Sorrows;8417;0;416;1,870,000,000;7
Cup of Lone Tide;8181;0;984;1,870,000,000;5
Cup of Tragic Nightfall;8182;0;1913;1,870,000,000;5
Dalvenia Alrea;5486;7;499753;375;299
Dalvenia Alrea Seed;6926;0;13603;25;4
Dandelion Aad Sphera;14802;9;24937;241,000,000;8
Dandelion Celestial Bo Staff;14742;1;12350;241,000,000;3
Dandelion Cestus;14830;12;29763;241,000,000;7
Dandelion Crescent Blade;14762;10;27974;241,000,000;7
Dandelion Crimson Glaives;550502;18;38314;241,000,000;15
Dandelion Gardbrace;14822;9;22551;241,000,000;9
Dandelion Godr Sphera;14812;14;23417;241,000,000;7
Dandelion Greatbow;13903;4;26413;241,000,000;6
Dandelion Greatsword;14702;5;22599;241,000,000;7
Dandelion Iron Buster;14722;3;12742;241,000,000;3
Dandelion Kamasylven Sword;14732;4;15297;241,000,000;6
Dandelion Kerispear;14772;8;15577;241,000,000;4
Dandelion Lancia;14752;9;15112;241,000,000;6
Dandelion Sah Chakram;14792;10;13740;241,000,000;4
Dandelion Scythe;14712;7;31474;241,000,000;8
Dandelion Sura Katana;14782;4;21432;241,000,000;7
Dandelion Vediant;14817;14;25824;241,000,000;8
Dark Blood Ruby Earrings;11904;3;11730;337;1
Dark Blood Ruby Necklace;11704;0;11269;1,370,000;6
Dark Blood Ruby Ring;12104;1;4529;319;2
Dark Pudding;9422;5398;44154055;31,8;29,107
Dark Red Fang Crystal - Armor;15670;5;74025;35,800,000;103
Dark Red Fang Crystal - Valor;15669;72;142917;38,500,000;161
Date Palm;7016;99372;2659115774;2,98;2,712,540
Date Palm Wine;9219;186961;892602847;7,15;927,555
Dawn Earring;11855;12;133758;319,000,000;212
Dawn Fallen Silk;5865;16;291919;4,230,000;273
Daybreak Blue Coral;4479;1159;575106;436;897
Daybreak Blue Coral Belt;12310;0;640;2,630,000;1
Dead Tree Essence;5019;0;6682637;252;14,992
Deboreka Belt;12276;0;293;489,000,000;2
Deboreka Necklace;11653;0;6292;489,000,000;18
Deep Blue Hoof Root;50810;270;19076901;2,330,000;9,064
Deep Sea Fruit;5217;0;343721;391;276
Deer Blood;6201;123954;312452297;12;607,768
Deer Hide;6001;6646677;10150349;965;15,902
Deer Meat;7901;78402;649533827;18,4;651,695
Defense Elixir;716;10024;7918784;96;8,247
Delotia;5538;0;10995183;3,79;7,306
Delotia Juice;9327;0;6584646;9,25;3,914
Delotia Milk Tea;9329;69;1393406;22,5;3,959
Delotia Powder;5605;0;3329998;14;2,333
Delotia Pudding;9325;2;6548742;28,8;11,517
Delotia Seed;6728;0;285335;3,61;425
Delotia Tart;9323;59;231706;18,5;17
Desert Dumpling;9410;74;538503;5,05;658
Desert Fogan Flower Pot;24231;0;3719;3,040,000;1
Desert Fogan Lamp;24232;0;14714;7,450,000;5
Desert Herb;5495;4;46121;1,7;42
Destruction Spirit Stone;45297;17;55390;1,070,000;56
Destruction Spirit Stone;45298;76379;2398381;875;1,194
Diamond;4463;502;1045108;34,6;840
Diamond Necklace;11721;0;1208;34,6;5
Diamond Necklace of Fortitude;11725;50;12662;4,870,000;6
Dictyophora;5550;0;203735;3,77;1,353
Dictyophora Hypha;8949;0;2195;8,95;6
Dim Magical Crystal: Alchemy;15040;15;88239;975;19
Dim Magical Crystal: Combat;15035;7;221184;965;22
Dim Magical Crystal: Cooking;15039;43;135762;1,11;17
Dim Magical Crystal: Farming;15044;23;83215;1,05;12
Dim Magical Crystal: Fishing;15037;23;149409;965;18
Dim Magical Crystal: Gathering;15036;34;186452;1,02;26
Dim Magical Crystal: Hunting;15038;4;94992;1,06;20
Dim Magical Crystal: Karma;15034;19;253854;1,01;24
Dim Magical Crystal: Processing;15041;25;134244;1,09;19
Dim Magical Crystal: Sail;15045;14;23080;5,55;6
Dim Magical Crystal: Trade;15043;36;88267;1,07;12
Dim Magical Crystal: Training;15042;12;171538;1;25
Dim Tree Spirit's Armor;11017;14;143471;288,000,000;41
Distilled Water;6651;0;21317445;4,21;6,476
Divine Fried Bird;9437;3209;1014215;10,5;339
Dobart Armor;10890;0;57017;38,6;5
Dobart Gloves;10891;9;121223;23,5;4
Dobart Helmet;10889;16;270338;27,8;5
Dobart Shoes;10892;13;101101;21,1;4
Dohr Mareca;733204;27;14420;38,2;27
Doll;24193;85;32500;215;3
Dostter Steel Butcher Knife;720511;5;10666;8,200,000;6
Dostter Steel Fluid Collector;720509;0;4239;8,200,000;3
Dostter Steel Hoe;16540;0;6577;8,200,000;4
Dostter Steel Lumbering Axe;720508;1;5576;8,200,000;4
Dostter Steel Pickaxe;720512;0;3665;8,200,000;3
Dostter Steel Tanning Knife;720510;0;3044;8,200,000;5
Dragon Scale Fossil;44364;552780;43868497;216;50,388
Dragon Slayer Aad Sphera;702511;1;298;86,500,000;1
Dragon Slayer Celestial Bo Staff;702505;0;158;86,500,000;1
Dragon Slayer Cestus;702515;0;491;86,500,000;1
Dragon Slayer Crescent Blade;702507;0;474;86,500,000;1
Dragon Slayer Crimson Glaives;702516;1;584;86,500,000;1
Dragon Slayer Gardbrace;702514;0;290;86,500,000;1
Dragon Slayer Godr Sphera;702512;1;441;86,500,000;1
Dragon Slayer Greatbow;702533;3;468;86,500,000;1
Dragon Slayer Greatsword;702501;0;285;86,500,000;1
Dragon Slayer Iron Buster;702503;0;786;86,500,000;1
Dragon Slayer Kamasylven Sword;702504;0;169;86,500,000;1
Dragon Slayer Kerispear;702508;1;233;86,500,000;1
Dragon Slayer Lancia;702506;0;207;86,500,000;1
Dragon Slayer Sah Chakram;702510;0;200;86,500,000;1
Dragon Slayer Scythe;702502;0;335;86,500,000;1
Dragon Slayer Sura Katana;702509;0;422;86,500,000;0
Dragon Slayer Vediant;702513;1;340;86,500,000;1
Dressing;9006;20000;156873761;2,05;152,554
Dried Amberjack;8506;0;178978;5,15;48
Dried Amur Goby;8653;37;11295;8,55;6
Dried Amur Ide;8651;0;13440;7,95;9
Dried Amur Minnow;8642;8;269789;22,7;59
Dried Angler;8526;29;230388;11,9;36
Dried Arowana;8542;1;424051;8,9;165
Dried Atka Mackerel;8633;0;61791;6,65;3
Dried Barbel Steed;8589;0;786878;4,55;170
Dried Basking Shark;8669;51;321;37,3;0
Dried Bass;8545;0;380421;5,45;43
Dried Beltfish;8503;0;1185244;6,75;395
Dried Bigeye;8585;0;31107640;6,9;16,049
Dried Bitterling;8553;0;672879;2,88;120
Dried Black Shiner;8657;136;3713;16,8;3
Dried Blackfin Sweeper;8575;0;46369;3,1;22
Dried Bleeker;8554;0;191083;2,72;28
Dried Blue Tang;8603;127;4663651;6,85;2,043
Dried Bluefish;8573;0;9306558;6,1;4,769
Dried Bluegill;8548;0;87335;2,69;11
Dried Bowfin;8675;35;37;25,3;1
Dried Briar;54012;3;171377;270;37
Dried Bubble Eye;8591;0;808279;2,3;190
Dried Burbot;8658;186;24865;19,1;26
Dried Butterflyfish;8601;0;233343;3,02;65
Dried Carp;8516;67;166292;9,4;70
Dried Catfish;8519;0;95153;6,4;25
Dried Cero;8556;1117;2544060;17,9;1,737
Dried Chameleon Goby;8679;2;3290;5,45;14
Dried Charr;8661;0;5866;16,4;7
Dried Checkerboard Wrasse;8604;2552;2097081;14,8;1,21
Dried Cherry Icefish;8649;0;4495;6,95;3
Dried Cherry Salmon;8522;43;166155;9,7;67
Dried Clownfish;8602;0;8533984;4,7;3,544
Dried Common Bleak;8681;0;50;9,15;1
Dried Common Minnow;8643;0;22364;6,1;1
Dried Crab;8513;0;44433;2,1;6
Dried Crawfish;8546;0;685691;5,6;124
Dried Croaker;8558;0;35730;7,2;6
Dried Crucian Carp;8517;0;464172;4,44;16
Dried Cuttlefish;8634;0;766732;5,4;289
Dried Cuvier;8523;69;9386;29;3
Dried Dace;8547;0;363478;2,39;77
Dried Dark Chub;8659;54;223039;16,2;174
Dried Dark Sleeper;8674;0;429;9,8;1
Dried Diamond Minnow;8641;0;61524;21,4;22
Dried Dollarfish;8637;0;33599;5,55;7
Dried Dolphinfish;8567;0;36775885;3,44;18,388
Dried Filefish;8534;0;25003394;3,16;13,517
Dried Flatfish;8560;0;6015233;3,27;2,585
Dried Flounder;8504;0;68479;5,85;9
Dried Flower Icefish;8660;191;61927;27;126
Dried Flying Fish;8529;0;30349456;6,05;17,848
Dried Fourfinger Threadfin;8586;0;261027;2;81
Dried Freshwater Eel;8520;99;244869;7,6;106
Dried Goby Minnow;8552;0;542905;2,57;129
Dried Golden-thread;8570;1343;727497;18,7;417
Dried Grass Carp;8656;0;11463;8,35;7
Dried Grayling;8597;0;1552896;5,85;179
Dried Green Sturgeon;8666;135;7667;17,7;5
Dried Greenling;8559;0;32360;3,49;6
Dried Grouper;8584;591;250369;11,8;99
Dried Grunt;8561;1078;620987;18,4;129
Dried Gunnel;8569;0;31376;5,55;6
Dried Gurnard;8579;0;1555888;3,27;723
Dried Herring;8562;124;799174;10,4;123
Dried Horn Fish;8636;0;45086;4,8;10
Dried Jellyfish;8514;0;273968;2,88;55
Dried John Dory;8581;1924;6783436;16,7;4,236
Dried Korean Loach;8647;0;105508;6,9;79
Dried Kuhlia Marginata;8599;0;176129;4,84;34
Dried Lamprey;8671;6;958;17,3;14
Dried Leather Carp;8587;10;100526;37,2;54
Dried Lenok;8541;0;445331;9,05;66
Dried Lobster;6521;0;1279340;117;135
Dried Longsnout Catfish;8676;40;821;17;7
Dried Mackerel;8528;0;1279892;5,6;404
Dried Mackerel Pike;8635;0;174330;2,15;47
Dried Mandarin Fish;8540;387;303805;16,1;38
Dried Maomao;8577;3219;9682764;18,5;5,827
Dried Miho Spine Loach;8640;14;17918;26;34
Dried Minnow;8648;0;15631;6,9;6
Dried Moray;8629;384;453349;19,2;120
Dried Mori;8655;56;12129;8,9;6
Dried Mudfish;8551;0;285323;2,78;40
Dried Mudskipper;8501;0;1593257;3,19;605
Dried Mullet;8536;0;81318824;3,16;40,546
Dried Nibbler;8571;1631;770822;15,8;421
Dried Notch Jaw;8550;0;271897;2,69;35
Dried Octopus;8512;6636;17911419;7,95;9,895
Dried Oily Shiner;8646;0;4160;6,4;6
Dried Pacu;8592;51;41326;14,3;19
Dried Pearl Oyster Flesh;6520;0;628214;60,5;85
Dried Perch;8549;0;197035;3,27;37
Dried Pike;8673;1;92;4,97;1
Dried Pintado;8578;0;21364834;5,65;10,713
Dried Piranha;8539;17;32770;19,4;2
Dried Pomfret;8605;22;171600;8,25;30
Dried Porcupine Fish;8631;0;263543;11,2;17
Dried Porgy;8507;841;1236452;29,3;590
Dried Ray;8531;0;11405321;6,75;5,208
Dried Red Snow Crab;8664;295;12942;11,2;15
Dried Redbreasted Wrasse;8665;1200;350855;17,2;290
Dried Rock Hind;8600;0;963067;2,57;404
Dried Rockfish;8510;0;2828306;5,8;1,083
Dried Rosefish;8583;0;539673;2,63;167
Dried Rosy Bitterling;8595;0;111544;3,16;12
Dried Round Herring;8564;0;3260799;2,69;1,487
Dried Roundtail Paradisefish;8596;0;274723;3,3;31
Dried Salmon;8505;0;336393;4,8;70
Dried Sandeel;8638;0;1636164;3,13;792
Dried Sandfish;8582;0;1028180;2,96;356
Dried Sardine;8563;0;149117;6,65;26
Dried Saurel;8509;0;56966419;2,54;27,15
Dried Scorpion Fish;8535;0;61031494;2,78;30,477
Dried Sea Bass;8525;96;78938;21,9;39
Dried Sea Eel;8557;297;1532143;14,5;384
Dried Seahorse;8532;0;46765;3,3;11
Dried Sharpbelly;8670;4;7553;6,6;31
Dried Shellfish;8515;0;112895;2,78;17
Dried Shuttles Hoppfish;8645;0;3609;7,55;7
Dried Siganid;8572;134;4187055;14,8;2,158
Dried Silver Carp;8678;0;1023;9,5;5
Dried Silver Stripe Round Herring;8565;0;33403;2,82;9
Dried Skipjack;8530;0;21692662;7,05;9,918
Dried Smelt;8594;0;222544;5,2;51
Dried Smokey Chromis;8576;91;84242;20,7;8
Dried Snakehead;8521;63;229321;19,9;23
Dried Soho Bitterling;8590;0;125011;2,21;18
Dried Spined Bittering;8677;3;6156;6,4;35
Dried Spined Loach;8650;0;5720;6,85;11
Dried Spotted Barbel;8639;132;43435;18,8;36
Dried Squid;8511;0;710534;5,8;311
Dried Starfish;8533;0;380564;2,07;115
Dried Stickleback;8654;0;11047;8,75;10
Dried Stippled Gunnel;8663;1066;829507;15,4;540
Dried Stone Moroko;8652;0;138212;15,1;131
Dried Striped Catfish;8568;0;56162570;3,05;28,749
Dried Striped Shiner;8588;42;436261;9,8;69
Dried Stumpy Bullhead;8644;0;476676;7,05;235
Dried Sturgeon;8538;0;259;52,5;0
Dried Sunfish;8524;9;33584;36,2;9
Dried Surfperch;8574;0;48980346;2,3;22,002
Dried Sweetfish;8543;0;521765;6,4;185
Dried Swellfish;8508;490;3109837;17,3;1,668
Dried Swiri;8537;205;39009;51;60
Dried Swordfish;8527;864;1955319;19,1;1
Dried Tapertail Anchovy;8598;140;853763;10,9;527
Dried Terrapin;8544;0;1603729;6,25;253
Dried Thresher Shark;8667;0;75;35,3;0
Dried Tiger Shark;8668;0;208;30,2;1
Dried Tilefish;8630;55;104625;25,4;12
Dried Tongue Sole;8632;0;42084;2,99;11
Dried Trout;8518;0;913952;6,35;367
Dried Tuna;8502;184;237880;28,2;92
Dried Ussurian Bullhead;8680;26;5591;6;29
Dried Whiting;8566;0;6658038;2,54;3,06
Dried Yalu Grayling;8672;26;6413;11,4;59
Dried Yellowfin Sculpin;8555;0;1156909;8,4;336
Dried Yellowfin Sole;8662;460;943818;15,2;600
Dried Yellow-head Catfish;8593;20;175663;11,5;71
Dried-Up Seed;6942;0;1324;22;1
Dry Mane Grass;5404;0;261479050;405;211,998
Dry Mane Grass Seed;6904;78891;369169;2,04;116
Dusk Laden Cotton Fabric;5863;509;439756;4,340,000;391
Duvencrune Antique Bench;2387;0;4295;2,520,000;2
Duvencrune Beam Stand;24848;0;233;2,590,000;0
Duvencrune Bronk Lamp;24242;0;1196;4,470,000;1
Duvencrune Crescent Lamp;24243;0;2590;8,050,000;1
Duvencrune Decoration Holder;24851;0;1336;2,980,000;1
Duvencrune Fabric Holder;24850;0;2693;5,600,000;0
Duvencrune Fragrant Bedside Table;24855;0;672;3,020,000;0
Duvencrune Giant Wood Wardrobe;24859;0;1076;3,740,000;3
Duvencrune Hardwood Bedside Table;24856;0;652;3,000,000;1
Duvencrune Interlocking Chair;2392;0;19705;2,000,000;2
Duvencrune Lamp Bedside Table;24857;0;1970;2,880,000;0
Duvencrune Large Thuja Bookshelf;24854;0;6085;6,000,000;2
Duvencrune Leaf Bedside Table;24858;0;390;3,500,000;1
Duvencrune Multipurpose Toolbox;24849;0;1758;3,730,000;1
Duvencrune Rhomboid Holder;24852;0;507;2,980,000;2
Duvencrune Small Thuja Bookshelf;24853;0;6479;5,050,000;1
Duvencrune Sunset Chandelier;2846;0;40789;11,200,000;15
Duvencrune Target Dining Table;24860;0;626;3,000,000;1
Duvencrune Three Wood Display Stand;24847;0;1884;3,880,000;0
Duvencrune Vertical Bench;2389;0;3188;2,500,000;3
Duvencrune Vintage Wooden Bench;2390;0;5586;2,520,000;3
Duvencrune Wide Bench;2388;0;5325;2,470,000;4
Duvencrune Wooden Anvil Chair;2393;0;6158;2,000,000;1
Duvencrune Wooden Dining Table;24861;0;504;3,000,000;0
Duvencrune Wooden Memorial Chair;2391;0;19501;2,000,000;2
Duvencrune Wooden Square Chair;2394;0;5739;2,010,000;1
Dwarf Mushroom;5409;11065;162297430;635;73,407
Dwarf Mushroom Hypha;6909;60;16175;21,3;13
Egg;9064;0;1314788231;4,75;889,664
Eilton Four-tiered Shelf;24513;0;85;3,110,000;1
Eilton Horizontal Partition;24511;0;255;3,070,000;4
Eilton Meal;9640;19184;148167;41,9;671
Eilton Sandwich;9369;58854;272624;33,3;3,126
Eilton Vertical Partition;24519;0;2201;7,700,000;14
Elder Tree Plank;4673;207791;86420594;1,87;112,191
Elder Tree Plywood;4674;95523;31684337;14,9;45,987
Elder Tree Sap;5014;100698;208056376;5,95;115,762
Elder Tree Timber;4611;8843;1009877599;580;923,699
Elisha Belt;12204;1033;348096;38,9;11
Elisha Earring;11804;458;498094;31,4;45
Elisha Necklace;11604;2221;271187;51,5;44
Elisha Ring;12004;1136;656433;31,7;116
Elixir of Advanced Concentration;701;0;1248325;69;1,51
Elixir of Agile Spells;693;13270;6712874;86;4,516
Elixir of Amity;664;4784;1999506;25,8;894
Elixir of Armor;1157;0;491190;1,000,000;855
Elixir of Assassination;696;31934;8499681;98;12,212
Elixir of Brawn;1188;4;27949;58;278
Elixir of Brutal Carnage;719;2491;800798;459;622
Elixir of Brutal Perforation;681;24243;1992907;360;2,353
Elixir of Burn Removal;728;3533;322635;1,2;359
Elixir of Carnage;718;22815;4480544;113;5,104
Elixir of Clear Mentality;711;59;535953;44,1;176
Elixir of Concentration;700;20129;6843462;27,9;10,281
Elixir of Corrupted Armor;1160;0;42634;2,180,000;83
Elixir of Death;686;13447;5346212;166;7,961
Elixir of Deep Sea;771;0;300382;18,700,000;547
Elixir of Demihuman Hunt;678;31421;58372623;19,9;76,747
Elixir of Destruction;1180;0;914845;214;10,636
Elixir of Detection;698;0;3232015;680;14,666
Elixir of Draining;676;5850;18305547;24,8;12,421
Elixir of Endless Frenzy;673;0;5650416;800;9,612
Elixir of Endless Fury;705;0;3612389;102;1,868
Elixir of Endless Persistence;1185;0;8367;58;60
Elixir of Endurance;722;27098;1662750;44;3,348
Elixir of Energy;682;17789;21613269;57;10,435
Elixir of Expert Training;754;2324;1396889;98,5;439
Elixir of Flowing Time;750;18045;4224553;183;1,729
Elixir of Flowing Wind;689;0;1444706;198;924
